Year,Month,Segment,Country,Units_Sold,Gross_Sales,Profit
2014,November,Consumer,USA,2474,176483.15,12159.17
2014,March,Home Office,Australia,1460,193954.25,9904.71
2013,October,Small Business,Canada,1602,252046.29,50793.19
2014,May,Small Business,Germany,4393,369462.88,52315.35
2014,August,Small Business,Canada,995,48538.7,2617.09
2013,June,Home Office,India,3772,573499.84,117665.71
2014,November,Consumer,Australia,3354,239600.89,24470.68
2014,August,Small Business,UK,1077,182643.91,34209.7
2013,May,Consumer,India,2472,316974.66,35497.22
2013,March,Corporate,Australia,2645,104846.42,12434.95
2014,July,Corporate,UK,1350,251964.31,14577.14
2014,January,Home Office,UK,2310,292607.97,62036.42
2013,February,Small Business,Australia,1755,195365.4,21690.51
2014,December,Consumer,UK,186,36816.06,7097.15
2014,April,Corporate,Canada,3451,497279.72,112333.48
2014,October,Consumer,UK,2986,216928.35,20016.76
2013,February,Home Office,Canada,1379,135643.91,31661.48
2013,March,Consumer,USA,678,124598.36,28233.31
2014,October,Consumer,Germany,4344,171299.67,22356.48
2014,August,Consumer,Canada,2842,362010.93,90327.04
2014,November,Corporate,India,4418,262897.51,19348.7
2013,April,Small Business,Germany,1844,318001.35,23828.05
2014,March,Small Business,India,3559,662935.27,132969.45
2013,June,Consumer,UK,786,20206.52,2316.45
2014,July,Consumer,UK,4845,204198.34,42558.83
2014,September,Consumer,India,835,79459.28,14657.06
2014,January,Small Business,Australia,2739,482097.32,95385.7
2014,June,Home Office,India,3503,693171.18,101036.37
2014,July,Consumer,UK,2009,372265.99,89100.67
2014,October,Small Business,Canada,2203,80101.98,14265.41
2013,July,Small Business,UK,251,22436.22,2607.53
2013,February,Small Business,Australia,2748,238184.37,42711.07
2013,July,Home Office,Australia,1809,169382.82,12632.52
2013,April,Home Office,UK,646,112985.3,12969.74
2014,October,Consumer,India,3199,292706.26,15720.94
2014,March,Small Business,India,2627,315818.28,42128.67
2013,September,Corporate,UK,724,24317.76,5626.66
2014,March,Small Business,USA,1672,39920.82,9929.69
2014,October,Corporate,Australia,333,58183.6,7637.32
2013,May,Consumer,Australia,809,130505.44,10309.16
2014,August,Consumer,Canada,2306,406807.13,84398.64
2013,April,Home Office,Canada,1508,300026.68,45578.04
2013,July,Consumer,Australia,543,62510.12,4541.89
2014,February,Home Office,Germany,1377,262821.39,29538.09
2014,May,Corporate,UK,1312,123436.33,9603.95
2014,February,Home Office,Canada,495,67963.63,11849.88
2014,March,Consumer,Canada,489,91949.52,5266.51
2014,February,Consumer,USA,2825,92463.02,16800.44
2014,February,Home Office,Germany,2368,414311.11,42863.3
2013,May,Consumer,USA,3453,105087.94,14014.34
2014,October,Home Office,India,1888,291091.91,35108.73
2014,September,Small Business,USA,3555,189052.88,41000.74
2013,December,Home Office,UK,2738,414207.85,69243.91
2014,December,Corporate,USA,331,63593.58,15100.33
2014,December,Consumer,Canada,4738,840292.32,139192.42
2013,May,Home Office,UK,1369,95325.61,13205.4
2014,December,Consumer,Canada,3822,706051.91,48110.65
2013,June,Consumer,India,3945,384867.39,81219.84
2013,June,Small Business,India,2485,389852.77,28395.42
2014,January,Consumer,India,3847,378324.63,45053.9
2013,February,Home Office,UK,1581,205917.04,47780.62
2013,September,Consumer,Australia,3629,76221.33,13555.83
2014,June,Home Office,India,3342,607879.88,67795.77
2014,February,Consumer,USA,3910,131881.79,26484.4
2014,October,Home Office,USA,687,113679.53,26049.4
2013,January,Small Business,Canada,2654,71234.82,8200.99
2014,June,Consumer,Australia,2920,458824.94,43843.91
2013,October,Consumer,Australia,313,18686.99,3399.91
2013,October,Home Office,UK,875,31661.92,7206.33
2014,June,Corporate,Australia,1737,144942.19,17617.07
2014,June,Home Office,UK,1388,47784.02,7501.18
2014,May,Home Office,Germany,654,113246.67,15010.17
2014,February,Home Office,Australia,2551,256098.66,50364.56
2014,February,Small Business,UK,3883,543896.11,88754.27
2013,January,Home Office,India,1841,277366.75,42161.13
2013,May,Consumer,USA,3717,324102.61,44640.03
2014,April,Home Office,Australia,4944,715044.87,137018.07
2013,April,Consumer,UK,1192,169018.92,29998.82
2013,June,Small Business,Canada,1518,100977.88,5689.4
2014,September,Small Business,USA,3884,529722.97,52999.19
2013,August,Home Office,Canada,2160,277844.08,16488.18
2014,June,Small Business,India,760,37479.76,4018.81
2013,June,Corporate,Australia,3416,376104.73,87025.37
2013,November,Corporate,Canada,4851,538237.33,125825.01
2014,January,Home Office,Germany,4296,522866.14,68166.18
2014,September,Corporate,Germany,2651,107139.57,6524.32
2014,November,Corporate,India,2166,169470.2,38184.43
2014,August,Small Business,Canada,3599,475806.29,63694.48
2013,June,Corporate,UK,1864,181875.57,14257.47
2014,January,Corporate,UK,3653,113769.31,16784.0
2014,January,Small Business,USA,2911,376530.35,49325.53
2014,September,Corporate,Australia,1219,200182.0,46789.71
2014,March,Small Business,USA,2717,96172.53,12014.98
2013,March,Home Office,Germany,4986,558290.43,134165.26
2014,August,Consumer,UK,4812,227188.78,24607.37
2013,June,Home Office,UK,3049,149853.89,17296.0
2013,June,Corporate,Germany,1164,39962.33,9256.46
2013,July,Home Office,Australia,735,88023.13,11677.12
2014,May,Small Business,UK,742,71186.5,6137.03
2013,March,Home Office,India,3624,53317.04,4178.71
2014,July,Home Office,Australia,2121,311352.02,38447.25
2014,August,Small Business,USA,4574,523145.41,32744.83
2014,June,Home Office,USA,2357,100005.97,23915.34
2014,January,Consumer,Australia,4560,175931.42,14929.48
2013,December,Small Business,India,1095,142010.3,32838.94
2014,April,Consumer,Australia,4484,613246.06,99148.32
2014,March,Home Office,India,2618,349805.92,25876.08
2014,September,Corporate,USA,2920,53100.49,3353.22
2013,October,Consumer,Germany,4529,408013.63,40646.32
2014,October,Home Office,USA,3470,236133.96,51350.04
2014,March,Corporate,USA,1111,129554.55,20279.71
2013,September,Corporate,USA,1081,205370.33,41447.85
2014,July,Small Business,USA,3374,652139.33,97648.68
2013,August,Home Office,USA,3989,247856.43,51486.39
2013,March,Consumer,India,2217,225569.74,28606.65
2013,May,Consumer,UK,2998,281663.66,24678.83
2013,March,Home Office,Germany,561,55852.41,2834.98
2014,March,Small Business,USA,4688,347916.29,82331.98
2014,December,Corporate,UK,3763,654618.13,137410.48
2013,August,Small Business,USA,4174,532930.98,35513.17
2014,November,Home Office,USA,3539,156328.94,34294.32
2013,September,Corporate,USA,4751,422346.77,67580.47
2014,June,Corporate,Canada,633,26467.01,4491.6
2013,March,Consumer,USA,1143,108906.74,15760.23
2013,August,Home Office,Germany,1957,123692.44,14021.94
2013,June,Small Business,USA,445,58580.9,5784.03
2013,February,Small Business,India,2725,491738.69,53385.47
2014,November,Consumer,Canada,1145,31056.65,7733.61
2013,May,Corporate,India,1835,214804.92,15420.62
2014,June,Home Office,USA,1072,16768.99,3625.33
2014,November,Home Office,UK,636,48000.01,2642.65
2013,December,Corporate,India,408,25256.53,3575.81
2014,December,Home Office,UK,3802,725904.65,126827.32
2013,May,Consumer,USA,2005,77445.74,9642.73
2014,June,Home Office,USA,1931,189299.51,39769.42
2013,September,Consumer,Canada,1896,158655.18,39418.22
2014,February,Corporate,Australia,4049,764339.61,76429.98
2014,May,Small Business,India,1311,63124.51,10893.12
2013,March,Corporate,UK,2177,276839.58,60784.71
2014,July,Consumer,Canada,669,77958.43,6163.64
2013,July,Corporate,Canada,995,97539.09,8615.34
2013,April,Small Business,UK,139,12616.32,1888.85
2014,December,Small Business,India,315,4209.77,876.95
2014,September,Consumer,Australia,709,42446.49,10437.84
2013,July,Small Business,India,4579,539535.77,92177.74
2014,March,Consumer,Australia,1320,93051.36,11487.95
2013,July,Corporate,UK,1491,226595.66,35508.47
2013,December,Small Business,USA,1769,103107.25,20649.33
2013,May,Home Office,India,1708,247338.29,23084.64
2014,May,Small Business,USA,2258,119486.98,16110.83
2014,June,Consumer,USA,1134,98450.42,18620.34
2014,August,Corporate,India,4183,295159.45,67635.8
2013,October,Small Business,Australia,3406,58861.69,10019.07
2014,September,Consumer,UK,764,32938.62,5374.31
2014,November,Home Office,Canada,2617,445741.58,52883.53
2014,August,Small Business,Germany,940,33808.05,1968.07
2014,October,Consumer,India,1642,172310.98,39919.64
2014,January,Home Office,Germany,3036,147669.3,20086.22
2013,July,Corporate,Germany,1468,192217.46,13330.64
2013,July,Consumer,USA,1733,213431.57,33921.93
2014,October,Home Office,USA,1804,217060.78,21817.59
2014,September,Consumer,Australia,4654,772139.21,94771.69
2013,November,Consumer,India,1635,190189.08,14436.94
2014,February,Home Office,Australia,1492,173526.82,26366.69
2014,May,Corporate,India,4293,130048.25,19414.18
2014,June,Small Business,Germany,4607,625220.79,51305.0
2013,April,Corporate,USA,4737,833971.41,137759.64
2014,May,Corporate,India,1312,33704.59,5223.91
2014,February,Corporate,India,3814,557479.87,80080.36
2014,March,Home Office,USA,3293,162220.28,14717.87
2013,June,Home Office,Australia,4832,891349.6,178940.25
2013,January,Consumer,USA,4254,499936.01,97570.62
2014,June,Consumer,Canada,4895,308722.85,25885.51
2013,September,Home Office,USA,3723,608469.96,78128.3
2014,February,Consumer,India,1906,105532.34,6649.5
2013,July,Small Business,UK,3292,78782.35,5577.61
2014,September,Consumer,Germany,2336,203257.56,32933.59
2014,August,Corporate,Germany,2467,301981.3,18311.99
2013,October,Small Business,Australia,2975,219470.25,17907.49
2014,September,Small Business,Australia,2411,348845.25,84338.34
2014,February,Corporate,Germany,3779,287962.64,31336.91
2014,August,Small Business,Canada,3177,489144.3,48855.07
2013,September,Home Office,Australia,628,111894.82,25348.62
2013,March,Corporate,Australia,2479,201253.9,33643.32
2014,February,Home Office,India,2361,203566.37,24870.62
2014,February,Home Office,USA,4538,46322.43,5912.2
2013,December,Small Business,Germany,543,21581.8,2700.56
2014,March,Consumer,UK,500,75998.69,4926.01
2013,August,Home Office,UK,1354,268690.04,46712.88
2014,February,Consumer,Canada,215,28857.16,6353.64
2014,September,Home Office,USA,4312,455866.78,74130.05
2013,August,Home Office,Canada,3651,91440.2,13106.52
2014,July,Home Office,USA,3780,525038.45,73363.72
2014,September,Small Business,UK,4581,704671.86,38226.98
2013,March,Home Office,Australia,1950,34168.89,8379.73
2014,December,Consumer,Canada,4570,280229.99,18159.35
2014,November,Small Business,Australia,4583,415823.31,52329.82
2013,June,Home Office,Germany,3394,161693.26,21015.04
2013,February,Home Office,India,4966,472515.54,98031.89
2014,October,Corporate,USA,1650,252651.88,43855.37
2013,June,Small Business,Canada,1942,122931.97,24906.52
2014,August,Corporate,India,3578,168132.64,13049.98
2013,August,Small Business,Australia,4508,872968.3,43945.51
2013,February,Home Office,Australia,2164,224594.96,41426.9
2014,August,Corporate,India,2523,304993.97,36989.12
2014,May,Home Office,Canada,2212,429772.97,25310.77
2013,August,Corporate,UK,1284,153837.71,16801.13
2014,February,Home Office,Australia,3037,150891.63,24719.1
2014,October,Home Office,India,3483,316901.25,40312.75
2014,November,Home Office,UK,2751,72218.51,9091.77
2014,December,Consumer,Canada,233,38547.2,7091.87
2014,December,Small Business,USA,4078,410814.14,62785.09
2014,October,Consumer,India,469,61241.32,8397.03
2014,March,Consumer,India,2412,280350.81,17718.19
2014,July,Consumer,USA,3510,438308.54,52641.12
2013,September,Consumer,India,2560,195573.91,32474.22
2013,January,Consumer,Germany,4090,805049.34,95569.91
2013,August,Corporate,USA,2581,52267.49,5458.45
2013,November,Home Office,Canada,3655,240673.27,38804.48
2014,August,Small Business,Australia,554,31637.68,3297.22
2013,May,Home Office,USA,2578,465519.31,89577.1
2013,July,Consumer,Canada,3012,444788.62,110277.39
2014,January,Small Business,Germany,4984,234933.17,58710.17
2013,April,Home Office,USA,2183,141397.34,17497.41
2014,April,Small Business,India,4683,207495.56,41632.4
2014,September,Small Business,Germany,782,79558.34,11338.64
2013,August,Home Office,USA,4381,589496.14,86313.22
2013,March,Small Business,UK,4757,419318.79,35302.91
2014,January,Corporate,Germany,3944,51451.32,9407.84
2013,December,Corporate,Germany,3493,531394.7,121219.73
2013,September,Small Business,UK,1401,73084.62,17348.9
2013,November,Small Business,USA,2484,337058.95,76184.78
2014,November,Small Business,Germany,2326,399699.27,63673.39
2013,June,Consumer,Australia,2650,64194.95,12074.52
2014,December,Corporate,India,4786,718270.28,44847.79
2014,October,Small Business,India,4416,802702.78,91945.02
2013,October,Home Office,USA,1010,199652.51,23865.76
2014,July,Small Business,Germany,3864,380439.19,52929.21
2014,April,Home Office,Australia,4547,340656.52,50413.38
2013,August,Home Office,UK,3186,566821.88,121387.68
2013,March,Small Business,USA,1879,225249.21,39685.8
2014,December,Consumer,India,3585,360383.02,59076.89
2014,February,Corporate,Germany,1171,180182.1,44740.58
2014,December,Consumer,USA,332,31916.06,4168.86
2013,November,Consumer,Germany,468,80152.24,14907.98
2013,August,Consumer,India,2278,383304.97,29868.72
2014,May,Consumer,USA,3374,150834.4,10283.53
2013,July,Home Office,UK,2599,61708.44,13061.4
2014,June,Home Office,UK,271,8530.64,836.18
2013,May,Small Business,UK,1959,219074.0,15859.02
2014,December,Corporate,Australia,777,87588.19,20167.95
2013,January,Consumer,India,207,38791.97,4007.99
2013,November,Consumer,Australia,2266,102639.29,14026.15
2014,May,Small Business,Australia,3035,551792.49,117953.9
2013,September,Home Office,India,2881,285231.59,48458.23
2014,December,Small Business,USA,1795,24888.14,4544.14
2014,March,Small Business,Germany,4750,452111.89,64486.24
2013,July,Home Office,Germany,2247,423607.28,47667.53
2014,August,Home Office,Germany,1005,197394.51,23886.33
2013,July,Corporate,Canada,3556,143260.26,10360.17
2013,January,Home Office,Germany,3422,173854.96,12445.71
2013,April,Corporate,Australia,2779,520314.51,110858.67
2014,November,Small Business,India,4006,121319.57,15095.85
2014,April,Small Business,Australia,1413,110040.26,9841.86
2014,September,Small Business,Germany,2754,433751.19,91215.47
2013,October,Corporate,Germany,3804,150167.57,8427.35
2014,February,Corporate,Germany,209,19404.02,4059.82
2014,April,Consumer,Germany,601,102276.8,6027.18
2013,February,Corporate,USA,3277,526303.24,79766.34
2013,January,Small Business,Canada,3023,565119.38,129736.01
2013,September,Corporate,Canada,947,153862.83,26265.59
2014,November,Home Office,Australia,3782,495886.96,43533.88
2013,July,Consumer,UK,3485,337493.81,49186.42
2013,July,Home Office,USA,1946,364811.25,26864.14
2013,September,Corporate,Australia,4544,891732.32,186792.22
2014,June,Home Office,USA,3323,520611.77,112771.39
2014,November,Consumer,India,1059,111840.97,9747.69
2013,June,Small Business,Australia,2141,158760.73,10569.16
2014,April,Home Office,Australia,1347,196240.01,24044.84
2014,March,Corporate,Canada,2561,468368.16,101085.9
2014,November,Corporate,USA,1740,329092.58,47398.2
2014,July,Small Business,Canada,3293,610513.26,149060.06
2014,September,Small Business,India,3958,721705.07,170152.52
2014,February,Home Office,Germany,4838,457801.23,69957.99
2014,November,Small Business,USA,3327,604945.94,73441.74
2013,May,Small Business,India,1843,348175.06,71402.32
2014,February,Small Business,Germany,641,114972.89,28021.56
2014,June,Corporate,USA,4657,287530.71,71697.56
2014,March,Home Office,USA,4010,516123.15,33174.46
2013,August,Corporate,Canada,4953,822689.22,184953.3
2014,October,Corporate,Canada,2077,144057.45,16516.79
2014,July,Home Office,India,2816,161173.16,28548.79
2013,March,Consumer,UK,3462,324871.57,43207.92
2013,April,Consumer,India,3272,237946.61,58955.34
2014,June,Consumer,India,2920,325125.51,30340.99
2013,April,Consumer,USA,434,39191.04,4160.02
2013,March,Home Office,USA,2611,63258.55,15599.71
2013,September,Small Business,USA,3197,312894.69,39247.55
2013,May,Home Office,India,2767,203687.36,27100.94
2014,October,Consumer,Australia,2412,80438.71,12656.74
2013,July,Corporate,India,1346,220985.34,17331.18
2013,July,Home Office,UK,1260,31930.67,6686.22
2014,May,Home Office,Germany,3735,468453.84,50545.33
2013,March,Home Office,India,3496,391370.8,55993.74
2013,July,Corporate,Canada,3575,666745.54,63033.06
2014,September,Consumer,Germany,304,22536.35,4291.16
2014,November,Corporate,Australia,3496,507871.23,51092.04
2014,September,Small Business,India,3457,70399.38,14323.64
2013,March,Small Business,India,2918,442199.49,77355.15
2014,January,Corporate,India,508,31706.37,5524.49
2013,November,Consumer,Canada,4940,537532.36,92515.84
2013,October,Corporate,UK,1185,167372.03,39030.04
2014,February,Consumer,USA,2520,498078.59,96485.58
2014,November,Small Business,Canada,487,71900.99,7575.88
2013,January,Consumer,Australia,4618,596799.01,91081.47
2014,November,Home Office,Canada,4475,523870.26,91676.59
2013,February,Consumer,USA,4232,786145.13,118931.53
2013,August,Home Office,USA,2086,307960.92,71195.87
2014,May,Consumer,USA,3682,200797.53,39265.73
2013,August,Corporate,Canada,4614,425953.91,77061.99
2014,January,Consumer,India,3076,580570.17,95538.21
2013,September,Home Office,Canada,4617,419279.35,31770.23
2014,October,Small Business,USA,2407,87124.49,21121.41
2013,April,Consumer,USA,676,89087.11,20681.2
2014,March,Consumer,Canada,1870,267092.77,34308.0
2013,January,Home Office,Germany,3565,408409.53,79917.38
2014,May,Small Business,Australia,571,67769.34,13564.93
2014,October,Consumer,Australia,716,10865.32,671.2
2014,August,Corporate,USA,1305,30778.07,6148.59
2013,May,Small Business,Australia,689,7467.14,1697.88
2014,May,Corporate,Germany,1687,49156.01,11291.99
2014,August,Home Office,Germany,1861,291257.61,49873.79
2014,August,Corporate,Canada,1485,207167.01,28780.96
2013,November,Corporate,Canada,1930,259869.02,24171.32
2014,July,Small Business,Canada,2737,390214.05,71484.24
2013,April,Home Office,Germany,3604,153808.39,21813.14
2013,September,Small Business,India,2250,40330.2,6261.7
2014,July,Small Business,Australia,3091,511511.18,66468.32
2014,September,Consumer,USA,1222,33656.52,8085.9
2013,October,Consumer,Germany,4433,173735.59,41104.48
2013,October,Corporate,Canada,1346,241043.42,32624.83
2013,October,Corporate,Australia,2503,411098.58,85250.97
2013,July,Consumer,India,3273,57366.89,14183.88
2013,March,Consumer,Australia,3884,245868.47,26605.93
2013,April,Small Business,Australia,2927,277470.6,44106.79
2013,August,Consumer,UK,3679,180174.65,40641.48
2013,April,Corporate,Canada,4177,411829.81,26773.77
2014,November,Corporate,India,120,14480.86,1539.75
2014,December,Corporate,Canada,1835,273041.72,39988.31
2013,August,Corporate,USA,3153,103754.33,15408.46
2014,April,Home Office,Australia,885,149672.86,12976.99
2013,March,Corporate,USA,2385,432555.24,102888.72
2014,January,Small Business,Australia,2672,279663.72,64731.0
2014,November,Small Business,USA,3893,455039.5,110710.15
2013,June,Small Business,Australia,2617,38144.66,5238.66
2014,July,Home Office,Australia,815,156302.69,22541.95
2013,May,Corporate,USA,916,49864.64,10036.42
2013,November,Consumer,India,1657,19371.74,4580.32
2013,May,Corporate,UK,2369,158613.09,17499.28
2013,May,Home Office,USA,4472,876823.39,159010.49
2013,June,Corporate,USA,3157,285154.04,52831.07
2014,May,Consumer,Australia,1337,249399.39,44785.57
2014,August,Corporate,UK,4885,225626.81,19117.74
2014,February,Home Office,Canada,3811,505265.39,79923.18
2013,July,Small Business,USA,4799,713437.52,61100.67
2014,December,Small Business,Germany,4864,733652.22,102726.48
2013,November,Home Office,Australia,436,7884.2,965.56
2013,March,Small Business,Germany,466,38080.66,7798.71
2013,September,Consumer,India,2781,206996.71,21983.61
2013,August,Small Business,India,861,166687.65,17213.61
2013,September,Small Business,USA,1399,83106.24,12863.39
2014,September,Corporate,Australia,2936,302296.24,27400.32
2013,November,Corporate,India,1433,238207.76,47780.09
2014,July,Home Office,UK,1516,298129.98,70276.15
2013,June,Small Business,Canada,4419,339734.61,49737.74
2013,February,Consumer,India,723,42974.05,9735.47
2013,September,Small Business,Canada,1023,186818.83,38593.42
2014,June,Corporate,USA,3030,103018.32,21499.84
2013,May,Small Business,Australia,3439,213497.49,31371.63
2014,September,Consumer,UK,3111,123213.37,15047.56
2014,November,Consumer,India,723,27144.68,6214.59
2013,February,Small Business,Canada,1390,84997.28,16947.88
2014,July,Consumer,Canada,4609,396270.76,97428.79
2013,October,Corporate,UK,2811,537679.73,100349.15
2014,May,Consumer,UK,651,112795.68,8486.13
2014,June,Home Office,India,1993,309680.97,56760.09
2014,February,Home Office,Australia,3521,464116.33,87246.55
2013,January,Home Office,Germany,2481,77663.76,15827.63
2013,February,Corporate,Canada,2661,111574.9,5632.37
2013,February,Corporate,Australia,365,47932.37,3428.15
2014,June,Home Office,India,904,159916.14,28097.51
2014,August,Small Business,UK,1197,105662.85,18572.86
2013,August,Corporate,Germany,4305,693137.13,48194.89
2014,February,Corporate,USA,1840,249825.59,25946.28
2013,June,Home Office,UK,2231,55301.59,8934.86
2013,July,Corporate,Germany,4668,880337.69,84827.42
2013,September,Corporate,USA,335,61562.11,14983.55
2014,September,Small Business,UK,4581,211513.9,37798.85
2013,May,Small Business,Canada,3665,418472.95,29432.45
2013,August,Small Business,Canada,3469,182990.84,32671.6
2013,November,Corporate,India,4133,240353.24,17254.32
2013,November,Corporate,USA,865,113130.86,13051.17
2014,September,Corporate,Australia,759,112245.25,26759.07
2014,May,Home Office,USA,3006,396596.31,33075.7
2013,October,Home Office,Canada,4873,873626.71,68803.05
2013,April,Small Business,UK,319,16028.19,2962.18
2014,June,Home Office,UK,4020,137983.02,24883.54
2014,June,Corporate,USA,2141,92085.98,6034.91
2013,July,Home Office,UK,2205,376539.6,66013.32
2013,September,Corporate,UK,2019,235472.34,16424.05
2013,June,Consumer,Germany,264,46926.75,4589.42
2013,January,Small Business,USA,501,55118.29,5692.44
2014,August,Home Office,India,928,150483.68,11476.18
2014,October,Home Office,Germany,2882,186353.89,18277.47
2014,November,Consumer,India,2780,208913.08,10940.86
2014,October,Consumer,India,2380,271760.81,29575.29
2013,May,Small Business,USA,3723,400173.91,26362.84
2013,September,Home Office,USA,3757,310267.47,49207.62
2014,April,Consumer,UK,1547,118680.79,17857.45
2014,September,Consumer,Australia,1513,54177.35,10518.39
2014,May,Home Office,Germany,2137,122241.97,19538.91
2014,September,Home Office,USA,328,51133.5,11154.61
2014,March,Corporate,Germany,801,22150.36,3789.25
2014,July,Consumer,India,2588,477966.62,90981.38
2013,April,Small Business,Canada,3118,338412.69,77028.98
2013,December,Consumer,Australia,4227,205029.64,39152.07
2014,November,Small Business,USA,4371,402182.49,79248.08
2014,September,Corporate,UK,309,28929.41,6255.2
2013,December,Small Business,India,939,142411.04,10176.98
2014,December,Corporate,Australia,1654,325576.96,29379.97
2014,July,Home Office,Canada,2677,100806.62,12343.28
2013,April,Home Office,UK,4994,481549.46,85569.18
2013,February,Home Office,India,638,6412.45,401.09
2013,September,Small Business,Australia,4570,688353.98,149577.48
2014,October,Home Office,UK,2268,115740.07,16359.1
2014,September,Corporate,India,2972,494591.08,105199.81
2014,April,Corporate,UK,4765,751750.17,49131.62
2014,May,Consumer,Canada,3242,334547.75,29177.88
2013,May,Small Business,Canada,3481,404012.84,45743.94
2014,August,Home Office,India,4585,88660.62,9464.45
2013,March,Consumer,USA,2505,214442.98,48100.66
2013,May,Consumer,Australia,1521,91441.42,10064.73
2014,April,Corporate,Australia,4214,560921.25,79520.12
2014,February,Home Office,Australia,2956,167005.97,32873.79
2014,January,Small Business,Australia,3188,392192.21,20594.07
2013,October,Small Business,Australia,2021,239692.19,46229.79
2013,December,Small Business,Australia,2957,560268.01,101734.81
2014,November,Consumer,India,3110,475299.95,91258.58
2013,July,Corporate,India,4862,925996.77,189075.93
2013,August,Home Office,Canada,2167,423914.67,62191.34
2013,September,Consumer,India,1089,183599.96,15145.37
2014,May,Small Business,India,4723,158908.91,28976.5
2014,January,Small Business,USA,4540,904433.91,73169.39
2014,January,Consumer,UK,1061,139594.43,13421.26
2013,September,Corporate,USA,4432,100067.75,8369.65
2014,November,Corporate,Australia,873,163957.95,31206.92
2014,September,Home Office,India,2653,513205.68,55592.1
2014,May,Corporate,USA,3419,393727.4,46487.0
2013,August,Consumer,USA,600,57756.16,4573.74
2014,May,Corporate,UK,3444,389173.99,78538.88
2013,April,Home Office,UK,2817,419979.17,82654.23
2014,October,Corporate,USA,3525,301310.36,45405.74
2014,August,Home Office,Germany,2763,360673.35,70980.35
2014,October,Consumer,USA,3749,95040.12,7034.11
2014,October,Corporate,Australia,4859,874323.76,206130.64
2013,May,Corporate,Australia,1931,186081.63,35433.24
2014,April,Corporate,USA,2900,281375.89,50932.15
2014,February,Home Office,USA,4270,272243.17,45823.37
2013,December,Home Office,USA,4464,271269.61,35434.16
2014,December,Corporate,USA,4656,399018.2,34033.29
2013,December,Consumer,UK,1945,29358.67,7102.05
2013,January,Corporate,UK,2545,133689.31,19215.35
2013,March,Home Office,Australia,1630,69483.83,7639.79
2013,May,Consumer,Canada,1179,199256.47,13967.25
2014,October,Home Office,Australia,3958,725631.09,161088.56
2014,April,Corporate,Germany,4106,735739.74,94437.82
2013,November,Small Business,Canada,4166,158969.92,17384.39
2014,February,Consumer,India,3694,167294.61,21874.77
2014,January,Home Office,Canada,116,14376.95,3203.85
2013,March,Small Business,USA,1951,196012.56,35010.34
2014,January,Consumer,Germany,2191,89447.05,8152.44
2013,September,Home Office,Germany,2612,137072.34,24971.65
2014,January,Consumer,Germany,1018,55383.93,11688.76
2013,February,Small Business,UK,4332,307768.79,37947.43
2014,January,Home Office,USA,2081,270606.93,23161.7
2013,March,Corporate,Canada,2688,82400.29,14162.48
2014,April,Consumer,USA,3168,464432.14,88968.33
2014,September,Small Business,India,4620,303178.44,51023.42
2014,October,Home Office,Germany,306,50409.32,4694.01
2013,May,Corporate,UK,4601,760933.47,117476.79
2014,April,Small Business,India,714,25863.36,5824.63
2014,April,Small Business,Australia,4883,473596.33,36859.02
2013,July,Corporate,USA,4645,117619.0,29027.6
2014,May,Small Business,USA,2108,296883.25,15309.5
2014,August,Consumer,Canada,202,9602.85,1362.36
2014,August,Corporate,Canada,466,66268.15,9519.15
2013,September,Small Business,UK,4943,915033.03,101999.47
2013,May,Small Business,Australia,4929,525928.0,63594.41
2014,November,Home Office,Australia,3757,282145.15,54500.91
2014,May,Consumer,Germany,1044,17699.74,4342.19
2013,December,Home Office,USA,4000,104128.02,6046.02
2013,December,Home Office,Canada,576,90194.49,6967.28
2013,May,Home Office,Germany,400,72820.93,17661.9
2014,February,Small Business,Canada,2742,358504.5,78438.5
2014,August,Corporate,Germany,3830,736236.36,96457.14
2014,March,Consumer,India,4364,621658.09,91661.54
2013,January,Corporate,Canada,1308,69366.74,9333.59
2014,December,Corporate,UK,497,54902.78,5277.17
2013,June,Corporate,Australia,4593,200155.37,27287.39
2014,January,Consumer,Germany,4341,669805.34,43200.43
2013,December,Home Office,Australia,2615,335300.35,20571.4
2014,October,Home Office,UK,2194,354636.09,48088.81
2013,July,Consumer,India,3847,180583.11,10783.9
2014,June,Home Office,Australia,2046,83788.95,17664.94
2014,January,Small Business,Australia,4352,291544.98,58251.39
2014,September,Corporate,USA,177,17310.01,3651.46
2014,September,Home Office,India,4333,438346.66,24573.74
2013,July,Small Business,India,2706,102342.15,22319.3
2013,September,Home Office,UK,2843,228009.56,39824.4
2014,June,Home Office,USA,4083,91976.2,6219.23
2013,June,Consumer,Australia,4653,373982.19,92596.91
2014,August,Home Office,UK,164,30410.52,2110.23
2013,October,Small Business,India,3049,458612.16,44295.08
2014,August,Home Office,Germany,519,75428.94,12025.65
2013,August,Consumer,Canada,4121,582186.73,106360.78
2014,May,Home Office,Australia,1845,253993.04,49672.57
2013,March,Home Office,USA,2639,404126.54,67588.76
2013,May,Home Office,USA,1696,185434.22,16290.68
2014,March,Consumer,USA,4623,124800.87,11026.37
2013,April,Small Business,Australia,147,6512.02,1505.14
2013,November,Small Business,USA,2871,387508.99,44083.76
2013,June,Home Office,Australia,4955,855482.43,200475.78
2014,October,Corporate,Germany,1378,45785.74,3817.51
2013,March,Home Office,UK,4044,94434.56,8942.1
2013,June,Home Office,Canada,4899,559917.05,31838.55
